kernel/C,device/C,x/I,y/I,z/I,mb/F,time/F
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,2,1,4.0,3.33899998665
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,27.0,2143.54003906
FluidSimulation,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,12.0,331.744995117
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,1,1,28.0,3.76900005341
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,4,1,3.0,138.86000061
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,25.0,1644.42004395
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,5.0,1993.9699707
FWT,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,4.0,11.1909999847
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,23.0,1628.61999512
NBody,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,1,1,4.0,17894.0
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,1,1,30.0,13.0729999542
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,16,1,28.0,1093.61999512
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,4.0,126.582000732
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8192,1,1,24.0,7.86800003052
Empty,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,40.0,0.25
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8192,1,1,4.0,2.4430000782
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,1,1,20.0,3.40199995041
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,41.0,33295.1015625
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,41.0,2622.43994141
Empty,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,44.0,0.238999992609
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,24.0102996826,750.202026367
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,4,1,14.0284004211,472.49899292
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,9.0,4024.08007812
NoMemory,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,24.0,0.10000000149
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8192,1,1,8.0,4.875
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,1,1,16.0,4.16599988937
FluidSimulation,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,40.0,1106.2800293
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,1.0,22.8600006104
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,8,1,36.0,3145.15991211
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,31.0,1993.38000488
NBody,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,24.0,642940.0
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,32,1,36.0,26939.1992188
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,1.0,140.550003052
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,30.0,11.1099996567
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,4,1,2.0,79.5059967041
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,16,1,34.0312004089,907.405029297
Empty,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,16.0,0.143999993801
NoMemory,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,1,1,16.0,0.136000007391
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1024,1,38.0,1616.19995117
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,8,1,30.0312004089,1006.77001953
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,64,1,42.0,1855.82995605
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,10.0,2.56100010872
FWT,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1024,1,1,32.0,72.9960021973
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,9.0,401.692993164
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,11.0,6.69500017166
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,4.0,0.929000020027
NBody,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,1,1,8.0,71477.703125
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,1.0,2.64199995995
FluidSimulation,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,28.0,795.521972656
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4096,1,1,18.0,6.23299980164
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,21.9971008301,597.744018555
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,32.0,10.1809997559
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,29.0,1883.09997559
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,42.0,4.72800016403
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8192,1,1,20.0,7.34499979019
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,29.0,20597.6992188
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,24.0,920.823974609
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,32,1,26.0,1015.40002441
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8192,1,1,8.0,4.33900022507
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,32,1,30.0,1196.45996094
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8192,1,1,36.0,11.6400003433
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,16,1,18.0,512.388000488
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,13.0,6912.04003906
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,16,1,31.0,22348.0996094
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,40.0,10.9720001221
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,512,1,14.0,488.052001953
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,1,1,16.0,1934.29003906
NoMemory,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,40.0,0.150999993086
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8192,1,1,10.0,5.32299995422
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,34.0,3.97900009155
NoMemory,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,36.0,0.192000001669
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,5.0,4.97700023651
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,38.0,10.8459997177
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,8,1,32.0,1345.76000977
Empty,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,1,1,12.0,0.433999985456
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,7.0,511.355987549
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,24.0,8.82499980927
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4096,1,1,2.0,1.01300001144
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8192,1,1,16.0,6.87799978256
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,44.0,7.13000011444
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,27.0,1744.84997559
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,32,1,8.0,281.282012939
Empty,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,1,1,4.0,0.605000019073
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,25.0,10.6470003128
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,1,1,6.0,1.00699996948
NBody,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,1,1,12.0,160787.0
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,42.0,14.2749996185
NoMemory,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,1,1,32.0,0.405999988317
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,32.0,10.2170000076
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,11.0,554.343017578
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,32,1,20.0,755.732971191
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,2,1,36.0,14.6999998093
Empty,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,1,1,32.0,0.243000000715
FWT,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1024,1,1,8.0,18.8150005341
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,4,1,9.0,350.32901001
FluidSimulation,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,4.0,134.582992554
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,4,1,15.0,559.336975098
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,2,1,41.0,3974.25
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,44.0186004639,1201.26000977
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,21.0,9.29800033569
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,43.0,2745.7800293
NBody,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,1,1,32.0,1309520.0
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,21.0,1399.56994629
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,13.0,871.861999512
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,2,1,16.0,914.262023926
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,40.0,12.7510004044
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,64,1,44.0,1952.17004395
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,2,1,29.0,2279.73999023
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,8,128,1,35.0,1511.05004883
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,21.0,12538.2001953
MatrixMultiplication,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,2,1,31.0,2635.38989258
Empty,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,20.0,0.151999995112
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,1,1,5.0,388.927001953
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,128,4,1,6.0,207.080001831
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,19.0,10.2849998474
MatrixTranspose,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,9.0,5.50199985504
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,1,1,26.0,3.38700008392
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,10.0,5.00099992752
Convolution,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,1,1,36.0,3158.29003906
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,34.0,10.267999649
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,1,1,27.0,17987.4003906
Reduction,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,12.0,3.04999995232
FluidSimulation,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,64,1,1,32.0,1165.05004883
Empty,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,16,1,1,8.0,0.245000004768
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,1,2,1,40.0093002319,1144.26000977
FloydWarshall,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,4,1,37.0,28512.8007812
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,22.0,829.414978027
LUDecomposition,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,256,4,1,18.0,867.890014648
FWT,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,512,1,1,16.0,40.0449981689
FWT,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2048,1,1,2.0,8.21199989319
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,8,1,15.9966001511,442.408996582
VectorAdd,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4,1,1,44.0,13.4580001831
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,32,1,1,14.0,5.88000011444
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,4096,1,1,16.0,5.9889998436
MonteCarloAsian,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2,4,1,35.9922981262,1000.21002197
SquareArray,IntelRuntime - Intel Xeon CPU E5-2695 v2 @ 2.40GHz,2048,1,1,2.0,0.837999999523
NoMemory,CUDA - Tesla K20Xm,1,1,1,44.0,0.0659999996424
MatrixTranspose,CUDA - Tesla K20Xm,1,1,1,27.0,1.11000001431
NoMemory,CUDA - Tesla K20Xm,1,1,1,20.0,0.0649999976158
VectorAdd,CUDA - Tesla K20Xm,1,1,1,28.0,0.601000010967
MatrixMultiplication,CUDA - Tesla K20Xm,1,1,1,19.0,258.058990479
MatrixTranspose,CUDA - Tesla K20Xm,1,1,1,39.0,1.64400005341
VectorAdd,CUDA - Tesla K20Xm,1,1,1,36.0,0.755999982357
MatrixTranspose,CUDA - Tesla K20Xm,1,1,1,43.0,1.79799997807
SquareArray,CUDA - Tesla K20Xm,1,1,1,44.0,0.630999982357
MatrixTranspose,CUDA - Tesla K20Xm,1,1,1,23.0,0.986999988556
Empty,CUDA - Tesla K20Xm,1,1,1,28.0,0.0890000015497
Empty,CUDA - Tesla K20Xm,1,1,1,24.0,0.0879999995232
MatrixMultiplication,CUDA - Tesla K20Xm,1,1,1,7.0,62.0670013428
SquareArray,CUDA - Tesla K20Xm,1,1,1,12.0,0.197999998927
Empty,CUDA - Tesla K20Xm,1,1,1,36.0,0.131999999285
NoMemory,CUDA - Tesla K20Xm,1,1,1,8.0,0.0649999976158
NoMemory,CUDA - Tesla K20Xm,1,1,1,4.0,0.0450000017881
NoMemory,CUDA - Tesla K20Xm,1,1,1,12.0,0.0649999976158
MatrixMultiplication,CUDA - Tesla K20Xm,1,1,1,43.0,818.932983398
MatrixMultiplication,CUDA - Tesla K20Xm,1,1,1,39.0,724.939025879
MatrixTranspose,CUDA - Tesla K20Xm,1,1,1,16.0,0.691999971867
VectorAdd,CUDA - Tesla K20Xm,1,1,1,20.0,0.444000005722
MatrixTranspose,CUDA - Tesla K20Xm,1,1,1,7.0,0.38299998641
SquareArray,CUDA - Tesla K20Xm,1,1,1,4.0,0.101000003517
VectorAdd,CUDA - Tesla K20Xm,1,1,1,12.0,0.291000008583
SquareArray,CUDA - Tesla K20Xm,1,1,1,28.0,0.414999991655
MatrixTranspose,CUDA - Tesla K20Xm,1,1,1,31.0,1.24000000954
NoMemory,CUDA - Tesla K20Xm,1,1,1,28.0,0.0630000010133
MatrixTranspose,CUDA - Tesla K20Xm,1,1,1,4.0,0.238000005484
MatrixMultiplication,CUDA - Tesla K20Xm,1,1,1,27.0,426.569000244
MatrixMultiplication,CUDA - Tesla K20Xm,1,1,1,23.0,328.963012695
MatrixMultiplication,CUDA - Tesla K20Xm,1,1,1,4.0,20.0270004272
SquareArray,CUDA - Tesla K20Xm,1,1,1,24.0,0.363999992609
Empty,CUDA - Tesla K20Xm,1,1,1,40.0,0.0909999981523
VectorAdd,CUDA - Tesla K20Xm,1,1,1,4.0,0.128999993205
Empty,CUDA - Tesla K20Xm,1,1,1,44.0,0.0879999995232
NoMemory,CUDA - Tesla K20Xm,1,1,1,24.0,0.0640000030398
VectorAdd,CUDA - Tesla K20Xm,1,1,1,8.0,0.209999993443
MatrixMultiplication,CUDA - Tesla K20Xm,1,1,1,36.0,531.221008301
Empty,CUDA - Tesla K20Xm,1,1,1,16.0,0.104000002146
NoMemory,CUDA - Tesla K20Xm,1,1,1,16.0,0.0670000016689
MatrixTranspose,CUDA - Tesla K20Xm,1,1,1,11.0,0.526000022888
VectorAdd,CUDA - Tesla K20Xm,1,1,1,32.0,0.679000020027
SquareArray,CUDA - Tesla K20Xm,1,1,1,20.0,0.31099998951
SquareArray,CUDA - Tesla K20Xm,1,1,1,8.0,0.144999995828
SquareArray,CUDA - Tesla K20Xm,1,1,1,36.0,0.527000010014
SquareArray,CUDA - Tesla K20Xm,1,1,1,40.0,0.582000017166
NoMemory,CUDA - Tesla K20Xm,1,1,1,40.0,0.0460000000894
NoMemory,CUDA - Tesla K20Xm,1,1,1,36.0,0.0630000010133
Empty,CUDA - Tesla K20Xm,1,1,1,12.0,0.101999998093
VectorAdd,CUDA - Tesla K20Xm,1,1,1,24.0,0.523000001907
VectorAdd,CUDA - Tesla K20Xm,1,1,1,16.0,0.370000004768
Empty,CUDA - Tesla K20Xm,1,1,1,4.0,0.0560000017285
NoMemory,CUDA - Tesla K20Xm,1,1,1,32.0,0.0640000030398
SquareArray,CUDA - Tesla K20Xm,1,1,1,32.0,0.469999998808
MatrixMultiplication,CUDA - Tesla K20Xm,1,1,1,11.0,120.339996338
MatrixTranspose,CUDA - Tesla K20Xm,1,1,1,36.0,1.4960000515
Empty,CUDA - Tesla K20Xm,1,1,1,32.0,0.103000000119
MatrixMultiplication,CUDA - Tesla K20Xm,1,1,1,16.0,158.037994385
VectorAdd,CUDA - Tesla K20Xm,1,1,1,40.0,0.830999970436
MatrixMultiplication,CUDA - Tesla K20Xm,1,1,1,31.0,469.721008301
Empty,CUDA - Tesla K20Xm,1,1,1,20.0,0.0890000015497
MatrixTranspose,CUDA - Tesla K20Xm,1,1,1,19.0,0.818000018597
Empty,CUDA - Tesla K20Xm,1,1,1,8.0,0.0860000029206
VectorAdd,CUDA - Tesla K20Xm,1,1,1,44.0,0.90600001812
SquareArray,CUDA - Tesla K20Xm,1,1,1,16.0,0.248999997973
NoMemory,NvidiaRuntime - GTX 780,256,1,1,44.0,0.0250000003725
NoMemory,NvidiaRuntime - GTX 780,128,1,1,20.0,0.0250000003725
FluidSimulation,NvidiaRuntime - GTX 780,2,1,1,24.0,1409.31994629
LUDecomposition,NvidiaRuntime - GTX 780,64,8,1,12.0,1552.60998535
MatrixMultiplication,NvidiaRuntime - GTX 780,1,1,1,19.0,10416.7001953
MonteCarloAsian,NvidiaRuntime - GTX 780,2,4,1,20.022600174,2792.93994141
FloydWarshall,NvidiaRuntime - GTX 780,1,1,1,11.0,21861.4003906
Convolution,NvidiaRuntime - GTX 780,1,1,1,19.0,20275.8007812
MatrixTranspose,NvidiaRuntime - GTX 780,4,4,1,23.0,21.7579994202
Empty,NvidiaRuntime - GTX 780,512,1,1,28.0,0.0289999991655
Empty,NvidiaRuntime - GTX 780,256,1,1,24.0,0.0289999991655
FluidSimulation,NvidiaRuntime - GTX 780,8,1,1,16.0,929.651977539
MatrixMultiplication,NvidiaRuntime - GTX 780,8,8,1,7.0,2622.42993164
FluidSimulation,NvidiaRuntime - GTX 780,64,1,1,8.0,466.527008057
SquareArray,NvidiaRuntime - GTX 780,128,1,1,12.0,9.41300010681
Array3dAverage,NvidiaRuntime - GTX 780,32,4,1,3.375,1.88399994373
MonteCarloAsian,NvidiaRuntime - GTX 780,8,16,1,8.0,1091.0300293
Array3dAverage,NvidiaRuntime - GTX 780,64,2,1,1.0,0.488000005484
Empty,NvidiaRuntime - GTX 780,64,1,1,36.0,0.0320000015199
NoMemory,NvidiaRuntime - GTX 780,256,1,1,8.0,0.0250000003725
NoMemory,NvidiaRuntime - GTX 780,128,1,1,4.0,0.0250000003725
FloydWarshall,NvidiaRuntime - GTX 780,4,4,1,23.0,61774.1992188
NoMemory,NvidiaRuntime - GTX 780,256,1,1,12.0,0.0250000003725
MonteCarloAsian,NvidiaRuntime - GTX 780,1,2,1,11.997300148,1647.06994629
FluidSimulation,NvidiaRuntime - GTX 780,1,1,1,20.0,1179.16003418
MatrixTranspose,NvidiaRuntime - GTX 780,32,4,1,16.0,13.3400001526
Convolution,NvidiaRuntime - GTX 780,128,1,1,4.0,4003.27001953
Array3dAverage,NvidiaRuntime - GTX 780,32,4,1,8.0,19.4899997711
MonteCarloAsian,NvidiaRuntime - GTX 780,2,4,1,3.99915003777,565.288024902
Convolution,NvidiaRuntime - GTX 780,1,1,1,11.0,12108.9003906
Array3dAverage,NvidiaRuntime - GTX 780,4,4,4,19.410900116,27.3250007629
Array3dAverage,NvidiaRuntime - GTX 780,1,1,1,3.93028998375,10.9110002518
VectorAdd,NvidiaRuntime - GTX 780,128,1,1,20.0,17.7950000763
FloydWarshall,NvidiaRuntime - GTX 780,1,1,1,19.0,46979.0
Array3dAverage,NvidiaRuntime - GTX 780,16,8,1,11.3906002045,10.220000267
MatrixTranspose,NvidiaRuntime - GTX 780,8,8,1,7.0,6.66800022125
SquareArray,NvidiaRuntime - GTX 780,512,1,1,4.0,3.24300003052
VectorAdd,NvidiaRuntime - GTX 780,128,1,1,12.0,10.718000412
FloydWarshall,NvidiaRuntime - GTX 780,32,8,1,16.0,33701.1992188
Reduction,NvidiaRuntime - GTX 780,128,1,1,24.0,5.51800012589
Array3dAverage,NvidiaRuntime - GTX 780,0,0,0,0.00195311999414,-1.0
Reduction,NvidiaRuntime - GTX 780,128,1,1,8.0,1.85599994659
Array3dAverage,NvidiaRuntime - GTX 780,2,2,2,11.8718996048,32.5480003357
FloydWarshall,NvidiaRuntime - GTX 780,32,4,1,4.0,4250.22021484
FloydWarshall,NvidiaRuntime - GTX 780,8,8,1,7.0,11935.0996094
Array3dAverage,NvidiaRuntime - GTX 780,1,1,1,19.7513999939,47.9580001831
Convolution,NvidiaRuntime - GTX 780,16,1,1,23.0,24300.9003906
NoMemory,NvidiaRuntime - GTX 780,128,1,1,28.0,0.0240000002086
MatrixTranspose,NvidiaRuntime - GTX 780,128,2,1,4.0,3.40400004387
FluidSimulation,NvidiaRuntime - GTX 780,2,1,1,12.0,723.458007812
LUDecomposition,NvidiaRuntime - GTX 780,128,2,1,3.0,303.740997314
MatrixMultiplication,NvidiaRuntime - GTX 780,4,4,1,23.0,13464.5996094
Array3dAverage,NvidiaRuntime - GTX 780,8,8,8,18.0879001617,8.81599998474
MatrixMultiplication,NvidiaRuntime - GTX 780,64,8,1,4.0,930.580993652
SquareArray,NvidiaRuntime - GTX 780,128,1,1,24.0,18.7089996338
Empty,NvidiaRuntime - GTX 780,32,1,1,40.0,0.0289999991655
VectorAdd,NvidiaRuntime - GTX 780,256,1,1,4.0,3.29099988937
Array3dAverage,NvidiaRuntime - GTX 780,4,4,4,3.81469988823,6.08799982071
Reduction,NvidiaRuntime - GTX 780,128,1,1,20.0,4.60200023651
Empty,NvidiaRuntime - GTX 780,256,1,1,44.0,0.0280000008643
MonteCarloAsian,NvidiaRuntime - GTX 780,1,2,1,24.0102996826,3338.26000977
NoMemory,NvidiaRuntime - GTX 780,512,1,1,24.0,0.0250000003725
VectorAdd,NvidiaRuntime - GTX 780,128,1,1,8.0,7.16699981689
Reduction,NvidiaRuntime - GTX 780,128,1,1,16.0,3.45499992371
Empty,NvidiaRuntime - GTX 780,32,1,1,16.0,0.0329999998212
NoMemory,NvidiaRuntime - GTX 780,512,1,1,16.0,0.0250000003725
Array3dAverage,NvidiaRuntime - GTX 780,1,1,1,15.9197998047,43.7750015259
MatrixTranspose,NvidiaRuntime - GTX 780,1,1,1,11.0,9.93500041962
Reduction,NvidiaRuntime - GTX 780,64,1,1,4.0,0.869000017643
Array3dAverage,NvidiaRuntime - GTX 780,8,8,4,23.7637004852,65.1289978027
SquareArray,NvidiaRuntime - GTX 780,128,1,1,20.0,15.6129999161
LUDecomposition,NvidiaRuntime - GTX 780,1,512,1,24.0,4359.24023438
SquareArray,NvidiaRuntime - GTX 780,128,1,1,8.0,7.01399993896
Convolution,NvidiaRuntime - GTX 780,128,1,1,16.0,16174.0996094
NoMemory,NvidiaRuntime - GTX 780,256,1,1,40.0,0.0250000003725
